0, 1.000000
1, 1.099500
2, 1.208846
3, 1.328999
4, 1.461016
5, 1.606051
6, 1.765366
7, 1.940344
8, 2.132496
9, 2.343472
10, 2.575073
11, 2.829265
12, 3.108189
13, 3.414178
14, 3.749767
15, 4.117714
16, 4.521007
17, 4.962888
18, 5.446862
19, 5.976714
20, 6.556525
21, 7.190683
22, 7.883899
23, 8.641211
24, 9.467997
25, 10.369975
26, 11.353204
27, 12.424077
28, 13.589306
29, 14.855902
30, 16.231143
31, 17.722532
32, 19.337741
33, 21.084541
34, 22.970717
35, 25.003961
36, 27.191759
37, 29.541239
38, 32.059020
39, 34.751032
40, 37.622318
41, 40.676830
42, 43.917211
43, 47.344571
44, 50.958274
45, 54.755729
46, 58.732207
47, 62.880691
48, 67.191770
49, 71.653580
50, 76.251820
51, 80.969832
52, 85.788758
53, 90.687779
54, 95.644420
55, 100.634934
56, 105.634733
57, 110.618858
58, 115.562478
59, 120.441382
60, 125.232457
61, 129.914119
62, 134.466691
63, 138.872715
64, 143.117171
65, 147.187626
66, 151.074290
67, 154.769998
68, 158.270122
69, 161.572418
70, 164.676837
71, 167.585290
72, 170.301405
73, 172.830261
74, 175.178137
75, 177.352261
76, 179.360575
77, 181.211525
78, 182.913869
79, 184.476514
80, 185.908373
81, 187.218249
82, 188.414738
83, 189.506155
84, 190.500479
85, 191.405310
86, 192.227845
87, 192.974857
88, 193.652695
89, 194.267282
90, 194.824121
91, 195.328314
92, 195.784571
93, 196.197229
94, 196.570275
95, 196.907366
96, 197.211847
97, 197.486776
98, 197.734940
99, 197.958881
100, 198.160910
101, 198.343128
102, 198.507442
103, 198.655584
104, 198.789122
105, 198.909477
106, 199.017934
107, 199.115659
108, 199.203702
109, 199.283015
110, 199.354456
111, 199.418802
112, 199.476753
113, 199.528941
114, 199.575936
115, 199.618252
116, 199.656354
117, 199.690660
118, 199.721546
119, 199.749353
120, 199.774386
121, 199.796922
122, 199.817209
123, 199.835471
124, 199.851911
125, 199.866709
126, 199.880029
127, 199.892019
128, 199.902811
129, 199.912525
130, 199.921269
131, 199.929139
132, 199.936223
133, 199.942598
134, 199.948337
135, 199.953502
136, 199.958151
137, 199.962335
138, 199.966100
139, 199.969490
140, 199.972540
141, 199.975286
142, 199.977757
143, 199.979981
144, 199.981983
145, 199.983784
146, 199.985406
147, 199.986865
148, 199.988178
149, 199.989361
150, 199.990424
151, 199.991382
152, 199.992244
153, 199.993019
154, 199.993717
155, 199.994346
156, 199.994911
157, 199.995420
158, 199.995878
159, 199.996290
160, 199.996661
161, 199.996995
162, 199.997295
163, 199.997566
164, 199.997809
165, 199.998028
166, 199.998226
167, 199.998403
168, 199.998563
169, 199.998706
170, 199.998836
171, 199.998952
172, 199.999057
173, 199.999151
174, 199.999236
175, 199.999313
176, 199.999381
177, 199.999443
178, 199.999499
179, 199.999549
180, 199.999594
181, 199.999635
182, 199.999671
183, 199.999704
184, 199.999734
185, 199.999760
186, 199.999784
187, 199.999806
188, 199.999825
189, 199.999843
190, 199.999858
191, 199.999873
192, 199.999885
193, 199.999897
194, 199.999907
195, 199.999916
196, 199.999925
197, 199.999932
198, 199.999939
199, 199.999945
200, 199.999951
201, 199.999956
202, 199.999960
203, 199.999964
204, 199.999968
205, 199.999971
206, 199.999974
207, 199.999976
208, 199.999979
209, 199.999981
210, 199.999983
211, 199.999985
212, 199.999986
213, 199.999987
214, 199.999989
215, 199.999990
216, 199.999991
217, 199.999992
218, 199.999993
219, 199.999993
220, 199.999994
221, 199.999995
222, 199.999995
223, 199.999996
224, 199.999996
225, 199.999996
226, 199.999997
227, 199.999997
228, 199.999997
229, 199.999998
230, 199.999998
231, 199.999998
232, 199.999998
233, 199.999998
234, 199.999999
235, 199.999999
236, 199.999999
237, 199.999999
238, 199.999999
239, 199.999999
240, 199.999999
241, 199.999999
242, 199.999999
243, 199.999999
244, 200.000000
245, 200.000000
246, 200.000000
247, 200.000000
248, 200.000000
249, 200.000000
250, 200.000000
251, 200.000000
252, 200.000000
253, 200.000000
254, 200.000000
255, 200.000000
256, 200.000000
257, 200.000000
258, 200.000000
259, 200.000000
260, 200.000000
261, 200.000000
262, 200.000000
263, 200.000000
264, 200.000000
265, 200.000000
266, 200.000000
267, 200.000000
268, 200.000000
269, 200.000000
270, 200.000000
271, 200.000000
272, 200.000000
273, 200.000000
274, 200.000000
275, 200.000000
276, 200.000000
277, 200.000000
278, 200.000000
279, 200.000000
280, 200.000000
281, 200.000000
282, 200.000000
283, 200.000000
284, 200.000000
285, 200.000000
286, 200.000000
287, 200.000000
288, 200.000000
289, 200.000000
290, 200.000000
291, 200.000000
292, 200.000000
293, 200.000000
294, 200.000000
295, 200.000000
296, 200.000000
297, 200.000000
298, 200.000000
299, 200.000000
