0.000000,0.989990,37.731954,0.000003
1.000000,0.975864,37.644998,0.004314
2.000000,0.948745,37.597894,0.012769
3.000000,0.899140,37.629625,0.028879
4.000000,0.815882,37.726948,0.058029
5.000000,0.694183,37.758164,0.106485
6.000000,0.547142,37.828343,0.177884
7.000000,0.403723,37.967797,0.269064
8.000000,0.288031,37.909885,0.370345
9.000000,0.206112,37.871366,0.470724
10.000000,0.151849,37.891154,0.562369
11.000000,0.116614,37.870132,0.641565
12.000000,0.093576,37.756818,0.707586
13.000000,0.078223,37.739518,0.761345
14.000000,0.067755,37.683046,0.804438
15.000000,0.060460,37.680403,0.838614
16.000000,0.055274,37.625815,0.865518
17.000000,0.051525,37.619501,0.886585
18.000000,0.048778,37.594845,0.903019
19.000000,0.046743,37.587683,0.915804
20.000000,0.045222,37.628920,0.925728
21.000000,0.044077,37.601964,0.933421
22.000000,0.043211,37.566422,0.939377
23.000000,0.042552,37.591411,0.943984
24.000000,0.042050,37.579737,0.947545
25.000000,0.041666,37.618439,0.950296
26.000000,0.041372,37.553440,0.952421
27.000000,0.041147,37.556292,0.954062
28.000000,0.040973,37.567656,0.955329
29.000000,0.040840,37.571516,0.956306
30.000000,0.040737,37.609477,0.957060
31.000000,0.040658,37.549368,0.957642
32.000000,0.040598,37.558832,0.958092
33.000000,0.040551,37.606290,0.958438
34.000000,0.040515,37.549488,0.958705
35.000000,0.040487,37.553007,0.958911
36.000000,0.040465,37.562266,0.959070
37.000000,0.040449,37.562899,0.959193
38.000000,0.040436,37.585832,0.959288
39.000000,0.040426,37.546717,0.959361
40.000000,0.040419,37.566975,0.959417
41.000000,0.040413,37.563300,0.959460
42.000000,0.040408,37.557844,0.959494
43.000000,0.040405,37.559985,0.959520
44.000000,0.040402,37.612427,0.959540
45.000000,0.040400,37.568078,0.959555
46.000000,0.040398,37.623314,0.959567
47.000000,0.040397,37.583070,0.959576
48.000000,0.040396,37.555399,0.959583
49.000000,0.040396,37.601907,0.959589
50.000000,0.040395,37.545097,0.959593
51.000000,0.040395,37.622923,0.959596
52.000000,0.040394,37.546041,0.959599
53.000000,0.040394,37.546367,0.959600
54.000000,0.040394,37.567527,0.959602
55.000000,0.040394,37.557867,0.959603
56.000000,0.040393,37.593482,0.959604
57.000000,0.040393,37.551949,0.959605
58.000000,0.040393,37.549987,0.959605
59.000000,0.040393,37.636218,0.959606
60.000000,0.040393,37.680686,0.959606
61.000000,0.040393,37.546858,0.959606
62.000000,0.040393,37.591414,0.959606
63.000000,0.040393,37.547667,0.959606
64.000000,0.040393,37.553624,0.959607
65.000000,0.040393,37.577961,0.959607
66.000000,0.040393,37.546494,0.959607
67.000000,0.040393,37.574030,0.959607
68.000000,0.040393,37.629801,0.959607
69.000000,0.040393,37.588322,0.959607
70.000000,0.040393,37.601802,0.959607
71.000000,0.040393,37.546900,0.959607
72.000000,0.040393,37.589320,0.959607
73.000000,0.040393,37.563165,0.959607
74.000000,0.040393,37.591699,0.959607
75.000000,0.040393,37.551191,0.959607
76.000000,0.040393,37.547939,0.959607
77.000000,0.040393,37.559948,0.959607
78.000000,0.040393,37.609802,0.959607
79.000000,0.040393,37.562199,0.959607
80.000000,0.040393,37.570199,0.959607
81.000000,0.040393,37.582476,0.959607
82.000000,0.040393,37.573662,0.959607
83.000000,0.040393,37.584179,0.959607
84.000000,0.040393,37.569654,0.959607
85.000000,0.040393,37.548334,0.959607
86.000000,0.040393,37.547480,0.959607
87.000000,0.040393,37.562809,0.959607
88.000000,0.040393,37.595884,0.959607
89.000000,0.040393,37.574037,0.959607
90.000000,0.040393,37.579232,0.959607
91.000000,0.040393,37.564779,0.959607
92.000000,0.040393,37.571333,0.959607
93.000000,0.040393,37.546083,0.959607
94.000000,0.040393,37.568347,0.959607
95.000000,0.040393,37.553616,0.959607
96.000000,0.040393,37.577344,0.959607
97.000000,0.040393,37.558274,0.959607
98.000000,0.040393,37.550665,0.959607
99.000000,0.040393,37.572278,0.959607
