0.000000, 0.400000, 0.400000
0.010000, 0.404816, 0.408073
0.020000, 0.409664, 0.416296
0.030000, 0.414543, 0.424669
0.040000, 0.419455, 0.433195
0.050000, 0.424399, 0.441877
0.060000, 0.429375, 0.450715
0.070000, 0.434382, 0.459712
0.080000, 0.439422, 0.468870
0.090000, 0.444494, 0.478190
0.100000, 0.449598, 0.487674
0.110000, 0.454734, 0.497324
0.120000, 0.459903, 0.507142
0.130000, 0.465104, 0.517130
0.140000, 0.470338, 0.527288
0.150000, 0.475605, 0.537619
0.160000, 0.480904, 0.548125
0.170000, 0.486236, 0.558806
0.180000, 0.491602, 0.569665
0.190000, 0.497001, 0.580702
0.200000, 0.502433, 0.591919
0.210000, 0.507899, 0.603318
0.220000, 0.513400, 0.614899
0.230000, 0.518934, 0.626664
0.240000, 0.524503, 0.638614
0.250000, 0.530107, 0.650750
0.260000, 0.535746, 0.663072
0.270000, 0.541420, 0.675583
0.280000, 0.547130, 0.688281
0.290000, 0.552875, 0.701169
0.300000, 0.558657, 0.714247
0.310000, 0.564476, 0.727515
0.320000, 0.570331, 0.740973
0.330000, 0.576224, 0.754623
0.340000, 0.582155, 0.768464
0.350000, 0.588123, 0.782496
0.360000, 0.594130, 0.796720
0.370000, 0.600176, 0.811135
0.380000, 0.606261, 0.825741
0.390000, 0.612385, 0.840538
0.400000, 0.618550, 0.855525
0.410000, 0.624754, 0.870702
0.420000, 0.631000, 0.886068
0.430000, 0.637287, 0.901622
0.440000, 0.643615, 0.917364
0.450000, 0.649985, 0.933292
0.460000, 0.656398, 0.949405
0.470000, 0.662853, 0.965702
0.480000, 0.669351, 0.982182
0.490000, 0.675893, 0.998842
0.500000, 0.682479, 1.015682
0.510000, 0.689109, 1.032699
0.520000, 0.695784, 1.049891
0.530000, 0.702503, 1.067256
0.540000, 0.709268, 1.084793
0.550000, 0.716078, 1.102498
0.560000, 0.722934, 1.120370
0.570000, 0.729836, 1.138405
0.580000, 0.736784, 1.156601
0.590000, 0.743779, 1.174955
0.600000, 0.750821, 1.193464
0.610000, 0.757909, 1.212126
0.620000, 0.765045, 1.230936
0.630000, 0.772228, 1.249891
0.640000, 0.779457, 1.268988
0.650000, 0.786735, 1.288224
0.660000, 0.794059, 1.307594
0.670000, 0.801431, 1.327095
0.680000, 0.808850, 1.346723
0.690000, 0.816316, 1.366474
0.700000, 0.823829, 1.386344
0.710000, 0.831389, 1.406328
0.720000, 0.838996, 1.426423
0.730000, 0.846649, 1.446624
0.740000, 0.854348, 1.466927
0.750000, 0.862093, 1.487327
0.760000, 0.869883, 1.507819
0.770000, 0.877718, 1.528399
0.780000, 0.885598, 1.549063
0.790000, 0.893522, 1.569804
0.800000, 0.901488, 1.590620
0.810000, 0.909498, 1.611504
0.820000, 0.917550, 1.632452
0.830000, 0.925643, 1.653459
0.840000, 0.933776, 1.674520
0.850000, 0.941949, 1.695630
0.860000, 0.950161, 1.716784
0.870000, 0.958411, 1.737976
0.880000, 0.966698, 1.759203
0.890000, 0.975020, 1.780459
0.900000, 0.983378, 1.801739
0.910000, 0.991769, 1.823037
0.920000, 1.000192, 1.844350
0.930000, 1.008647, 1.865671
0.940000, 1.017131, 1.886996
0.950000, 1.025644, 1.908321
0.960000, 1.034185, 1.929639
0.970000, 1.042751, 1.950947
0.980000, 1.051341, 1.972239
0.990000, 1.059954, 1.993510
1.000000, 1.068589, 2.014757
1.010000, 1.077243, 2.035973
1.020000, 1.085916, 2.057155
1.030000, 1.094604, 2.078299
1.040000, 1.103308, 2.099398
1.050000, 1.112024, 2.120450
1.060000, 1.120752, 2.141449
1.070000, 1.129489, 2.162391
1.080000, 1.138234, 2.183273
1.090000, 1.146985, 2.204089
1.100000, 1.155739, 2.224837
1.110000, 1.164496, 2.245511
1.120000, 1.173253, 2.266108
1.130000, 1.182009, 2.286624
1.140000, 1.190761, 2.307056
1.150000, 1.199507, 2.327399
1.160000, 1.208246, 2.347651
1.170000, 1.216976, 2.367807
1.180000, 1.225694, 2.387864
1.190000, 1.234399, 2.407819
1.200000, 1.243089, 2.427669
1.210000, 1.251762, 2.447410
1.220000, 1.260416, 2.467041
1.230000, 1.269049, 2.486556
1.240000, 1.277660, 2.505955
1.250000, 1.286246, 2.525234
1.260000, 1.294805, 2.544390
1.270000, 1.303336, 2.563421
1.280000, 1.311837, 2.582325
